key,Section,Tab,Subtab,Area,Row,Col,Unit,Desc,value
Input_VC_eh_dh,Cost,Variable OM,-,District Heating and CHP systems,Electric Heating,-,Currency/Energy,,9.04
Input_chp_thermal_cap_button,,,,,,,,,Auto
Input_inv_BioDiesel,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Bio-Diesel plant,Investment-per-Unit,Currency/Power,,3.13
Input_inv_BioJP,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Bio-JP plant,Investment-per-Unit,Currency/Power,,3.19
Input_inv_BioPetrol,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Bio-Petrol plant,Investment-per-Unit,Currency/Power,,3.16
Input_inv_BiogasUpgrade,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Biogas Upgrade,Investment-per-Unit,Currency/Power,,3.07
Input_inv_CO2Hydro,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Carbon Recycling,Investment-per-Unit,Currency/Power,,3.22
Input_inv_CSP,Cost,Investment and Fixed OM,Renewable Energy,-,CSP Solar Power,Investment-per-Unit,Currency/Unit,,2.16
Input_inv_Desalination,Cost,Investment and Fixed OM,Water,-,Desalination Plant,Investment-per-Unit,Currency/Unit,,7.01
Input_inv_GasNetStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Gas Storage,Investment-per-Unit,Currency/Power,,3.52
Input_inv_GasificationUpgrade,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Gasification Upgrade,Investment-per-Unit,Currency/Power,,3.1
Input_inv_Interconnection,Cost,Investment and Fixed OM,Heat and Electricity,-,Interconnection,Investment-per-Unit,Currency/Power,,1.37
Input_inv_LiqHydro,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Liquid Fuel synth (CO2),Investment-per-Unit,Currency/Power,,3.28
Input_inv_LiqHydroBio,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Liquid Fuel synth (biomass),Investment-per-Unit,Currency/Power,,3.34
Input_inv_LiqMethan,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Liquid Fuel synth (biogas),Investment-per-Unit,Currency/Power,,3.4
Input_inv_MethanolNetStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanol Storage,Investment-per-Unit,Currency/Power,,3.58
Input_inv_N2_air,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Air Capture Unit (N2),Investment-per-Unit,Currency/Power,,3.61
Input_inv_OilNetStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Oil Storage,Investment-per-Unit,Currency/Power,,3.55
Input_inv_SynFuel,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,JP Synthesis,Investment-per-Unit,Currency/Power,,3.43
Input_inv_SynFuelDiesel,,,,,,,,,0
Input_inv_SynFuelPetrol,,,,,,,,,0
Input_inv_SynHydro,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanation (CO2),Investment-per-Unit,Currency/Power,,3.25
Input_inv_SynHydroBio,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanation (biomass),Investment-per-Unit,Currency/Power,,3.31
Input_inv_SynMethan,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanation (biogas),Investment-per-Unit,Currency/Power,,3.37
Input_inv_Tidal,Cost,Investment and Fixed OM,Renewable Energy,-,Tidal Power,Investment-per-Unit,Currency/Unit,,2.13
Input_inv_WaterStorage,Cost,Investment and Fixed OM,Water,-,Water Storage,Investment-per-Unit,Currency/Unit,,7.04
Input_km_NH3,,,,,,,,,1.5
Input_period_LiqHydroBio,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Liquid Fuel synth (biomass),Period,Years,,3
Input_period_LiqMethan,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Liquid Fuel synth (biogas),Period,Years,,3
Input_period_SynFuelDiesel,,,,,,,,,0
Input_period_SynFuelPetrol,,,,,,,,,0
Input_period_SynHydroBio,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanation (biomass),Period,Years,,3
Input_period_SynMethan,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanation (biogas),Period,Years,,3
Input_transys,,,,,,,,,1
MaxElectricityMarketPrice,Cost,External Electricity Market,-,External Electricity Market response,Maximum Market Electricity Price,-,Currency/Energy,,11
MinElectricityMarketPrice,Cost,External Electricity Market,-,External Electricity Market response,Minimum Market Electricity Price,-,Currency/Energy,,11
MonetaryUnit,,,,,,,,,EUR
NameRES1,,,,,,,,,Wind
NameRES2,,,,,,,,,Photo Voltaic
NameRES3,,,,,,,,,Wave Power
NameRES4,,,,,,,,,River Hydro
NameRES5,,,,,,,,,Tidal
NameRES6,,,,,,,,,Wave Power
NameRES7,,,,,,,,,CSP Solar Power
TS_input[10],,,,,,,,,0
TS_input[11],,,,,,,,,0
TS_input[1],,,,,,,,,0
TS_input[2],,,,,,,,,0
TS_input[3],,,,,,,,,0
TS_input[4],,,,,,,,,0
TS_input[5],,,,,,,,,0
TS_input[6],,,,,,,,,0
TS_input[7],,,,,,,,,0
TS_input[8],,,,,,,,,0
TS_input[9],,,,,,,,,0
ThermalStorageDays,,,,,,,,,14
Various10Text,Cost,Investment and Fixed OM,Additional,-,Various_10,Various_Text,,,VARIOUS_10
Various11Text,Cost,Investment and Fixed OM,Additional,-,Various_11,Various_Text,,,VARIOUS_11
Various12Text,Cost,Investment and Fixed OM,Additional,-,Various_12,Various_Text,,,VARIOUS_12
Various13Text,Cost,Investment and Fixed OM,Additional,-,Various_13,Various_Text,,,VARIOUS_13
Various14Text,Cost,Investment and Fixed OM,Additional,-,Various_14,Various_Text,,,VARIOUS_14
Various15Text,Cost,Investment and Fixed OM,Additional,-,Various_15,Various_Text,,,VARIOUS_15
Various16Text,Cost,Investment and Fixed OM,Additional,-,Various_16,Various_Text,,,VARIOUS_16
Various17Text,Cost,Investment and Fixed OM,Additional,-,Various_17,Various_Text,,,VARIOUS_17
Various18Text,Cost,Investment and Fixed OM,Additional,-,Various_18,Various_Text,,,VARIOUS_18
Various19Text,Cost,Investment and Fixed OM,Additional,-,Various_19,Various_Text,,,VARIOUS_19
Various1Text,Cost,Investment and Fixed OM,Additional,-,Various_1,Various_Text,,,VARIOUS_1
Various20Text,Cost,Investment and Fixed OM,Additional,-,Various_20,Various_Text,,,VARIOUS_20
Various2Text,Cost,Investment and Fixed OM,Additional,-,Various_2,Various_Text,,,VARIOUS_2
Various3Text,Cost,Investment and Fixed OM,Additional,-,Various_3,Various_Text,,,VARIOUS_3
Various4Text,Cost,Investment and Fixed OM,Additional,-,Various_4,Various_Text,,,VARIOUS_4
Various5Text,Cost,Investment and Fixed OM,Additional,-,Various_5,Various_Text,,,VARIOUS_5
Various6Text,Cost,Investment and Fixed OM,Additional,-,Various_6,Various_Text,,,VARIOUS_6
Various7Text,Cost,Investment and Fixed OM,Additional,-,Various_7,Various_Text,,,VARIOUS_7
Various8Text,Cost,Investment and Fixed OM,Additional,-,Various_8,Various_Text,,,VARIOUS_8
Various9Text,Cost,Investment and Fixed OM,Additional,-,Various_9,Various_Text,,,VARIOUS_9
general_notesText,,,,,,,,,
input_BioCHP_CH4,,,,,,,,,0
input_BioCHP_N2O,,,,,,,,,0
input_BioCHP_NO,,,,,,,,,0
input_BioCHP_PM,,,,,,,,,0
input_BioCHP_SO2,,,,,,,,,0
input_Biogas_CH4,,,,,,,,,0
input_Biogas_N2O,,,,,,,,,0
input_Biogas_NO,,,,,,,,,0
input_Biogas_PM,,,,,,,,,0
input_Biogas_SO2,,,,,,,,,0
input_CCS_Regulation_number,,,,,,,,,1
input_CHP2_CH4,,,,,,,,,0
input_CHP2_N2O,,,,,,,,,0
input_CHP2_NO,,,,,,,,,0
input_CHP2_PM,,,,,,,,,0
input_CHP2_SO2,,,,,,,,,0
input_CHP3_CH4,,,,,,,,,0
input_CHP3_N2O,,,,,,,,,0
input_CHP3_NO,,,,,,,,,0
input_CHP3_PM,,,,,,,,,0
input_CHP3_SO2,,,,,,,,,0
input_CO2_price,Cost,General,-,CO2 Price,-,-,Currency/ton,,0.1
input_CoolingChillers_eff,,,,,,,,,2
input_Cooling_Chiller_network_loss,,,,,,,,,0
input_Cooling_Chillers_demand,,,,,,,,,0
input_Cooling_gr1_network_loss,,,,,,,,,0
input_Cooling_gr2_network_loss,,,,,,,,,0
input_Cooling_gr3_network_loss,,,,,,,,,0
input_FOM_Biogas,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Biogas Plant,Fixed OM,% Investment,,3.03
input_FOM_Boilers_dh,Cost,Investment and Fixed OM,Heat and Electricity,-,Boilers group 2 and 3,Fixed OM,% Investment,,1.27
input_FOM_Boilers_dh_gr1,Cost,Investment and Fixed OM,Heat and Electricity,-,DHP Boiler Group 1,Fixed OM,% Investment,,1.24
input_FOM_Boilers_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual Boilers,Fixed OM,% Investment,,4.03
input_FOM_CHP_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual CHP,Fixed OM,% Investment,,4.06
input_FOM_EB_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual Electric Heat,Fixed OM,% Investment,,4.12
input_FOM_EHgr2gr3,Cost,Investment and Fixed OM,Heat and Electricity,-,Electric Boilers group 2 and 3,Fixed OM,% Investment,,1.3
input_FOM_Electrolyser,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Electrolyser,Fixed OM,% Investment,,3.48
input_FOM_Gasi,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Gasification Plant,Fixed OM,% Investment,,3.06
input_FOM_Geothermal,Cost,Investment and Fixed OM,Renewable Energy,-,Solar Heat Storage,Fixed OM,% Investment,,2.33
input_FOM_HP_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual Heat Pump,Fixed OM,% Investment,,4.09
input_FOM_HydroPower,Cost,Investment and Fixed OM,Renewable Energy,-,Hydro Power,Fixed OM,% Investment,,2.24
input_FOM_HydroPump,Cost,Investment and Fixed OM,Renewable Energy,-,Hydro Pump,Fixed OM,% Investment,,2.3
input_FOM_HydroStorage,Cost,Investment and Fixed OM,Renewable Energy,-,Hydro Storage,Fixed OM,% Investment,,2.27
input_FOM_HydrogenStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Hydrogen Storage,Fixed OM,% Investment,,3.51
input_FOM_Nuclear,Cost,Investment and Fixed OM,Heat and Electricity,-,Nuclear,Fixed OM,% Investment,,1.36
input_FOM_PP,Cost,Investment and Fixed OM,Heat and Electricity,-,Large Power Pants,Fixed OM,% Investment,,1.33
input_FOM_PV,Cost,Investment and Fixed OM,Renewable Energy,-,Solar Photovoltaic,Fixed OM,% Investment,,2.09
input_FOM_Pump,Cost,Investment and Fixed OM,Heat and Electricity,-,Charge el1 storage,Fixed OM,% Investment,,1.42
input_FOM_PumpStorage2,Cost,Investment and Fixed OM,Heat and Electricity,-,El2 storage capacity,Fixed OM,% Investment,,1.57
input_FOM_PumpStorage,Cost,Investment and Fixed OM,Heat and Electricity,-,El1 storage capacity,Fixed OM,% Investment,,1.48
input_FOM_RiverOffHydro,Cost,Investment and Fixed OM,Renewable Energy,-,River Hydro,Fixed OM,% Investment,,2.21
input_FOM_SteamStorage,Cost,Investment and Fixed OM,Heat and Electricity,-,Rock Steam Storage,Fixed OM,% Investment,,1.66
input_FOM_Turbine,Cost,Investment and Fixed OM,Heat and Electricity,-,Discharge el1 storage,Fixed OM,% Investment,,1.45
input_FOM_Various10,Cost,Investment and Fixed OM,Additional,-,Various_10,Fixed OM,% Investment,,8.29
input_FOM_Various11,Cost,Investment and Fixed OM,Additional,-,Various_11,Fixed OM,% Investment,,8.32
input_FOM_Various12,Cost,Investment and Fixed OM,Additional,-,Various_12,Fixed OM,% Investment,,8.35
input_FOM_Various13,Cost,Investment and Fixed OM,Additional,-,Various_13,Fixed OM,% Investment,,8.38
input_FOM_Various14,Cost,Investment and Fixed OM,Additional,-,Various_14,Fixed OM,% Investment,,8.41
input_FOM_Various15,Cost,Investment and Fixed OM,Additional,-,Various_15,Fixed OM,% Investment,,8.44
input_FOM_Various16,Cost,Investment and Fixed OM,Additional,-,Various_16,Fixed OM,% Investment,,8.47
input_FOM_Various17,Cost,Investment and Fixed OM,Additional,-,Various_17,Fixed OM,% Investment,,8.5
input_FOM_Various18,Cost,Investment and Fixed OM,Additional,-,Various_18,Fixed OM,% Investment,,8.53
input_FOM_Various19,Cost,Investment and Fixed OM,Additional,-,Various_19,Fixed OM,% Investment,,8.56
input_FOM_Various1,Cost,Investment and Fixed OM,Additional,-,Various_1,Fixed OM,% Investment,,8.02
input_FOM_Various20,Cost,Investment and Fixed OM,Additional,-,Various_20,Fixed OM,% Investment,,8.59
input_FOM_Various2,Cost,Investment and Fixed OM,Additional,-,Various_2,Fixed OM,% Investment,,8.05
input_FOM_Various3,Cost,Investment and Fixed OM,Additional,-,Various_3,Fixed OM,% Investment,,8.08
input_FOM_Various4,Cost,Investment and Fixed OM,Additional,-,Various_4,Fixed OM,% Investment,,8.11
input_FOM_Various5,Cost,Investment and Fixed OM,Additional,-,Various_5,Fixed OM,% Investment,,8.14
input_FOM_Various6,Cost,Investment and Fixed OM,Additional,-,Various_6,Fixed OM,% Investment,,8.17
input_FOM_Various7,Cost,Investment and Fixed OM,Additional,-,Various_7,Fixed OM,% Investment,,8.2
input_FOM_Various8,Cost,Investment and Fixed OM,Additional,-,Various_8,Fixed OM,% Investment,,8.23
input_FOM_Various9,Cost,Investment and Fixed OM,Additional,-,Various_9,Fixed OM,% Investment,,8.26
input_FOM_Waste_CHP,Cost,Investment and Fixed OM,Heat and Electricity,-,Waste CHP,Fixed OM,% Investment,,1.12
input_FOM_Wave,Cost,Investment and Fixed OM,Renewable Energy,-,Wave Power,Fixed OM,% Investment,,2.12
input_FOM_Wind,Cost,Investment and Fixed OM,Renewable Energy,-,Wind,Fixed OM,% Investment,,2.03
input_FOM_WindOffshore,Cost,Investment and Fixed OM,Renewable Energy,-,Wind Offshore,Fixed OM,% Investment,,2.06
input_FOM_absorp_HP,Cost,Investment and Fixed OM,Heat and Electricity,-,Absorption HP (Waste),Fixed OM,% Investment,,1.15
input_FOM_htl,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,HTL,Fixed OM,% Investment,,11
input_FOM_pump2,Cost,Investment and Fixed OM,Heat and Electricity,-,Charge el2 storage,Fixed OM,% Investment,,1.51
input_FOM_pyr,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Pyrolosis,Fixed OM,% Investment,,11
input_FOM_solar_dh,Cost,Investment and Fixed OM,Renewable Energy,-,Solar Thermal,Fixed OM,% Investment,,2.39
input_FOM_solar_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual Solar Thermal,Fixed OM,% Investment,,4.15
input_FOM_turbine2,Cost,Investment and Fixed OM,Heat and Electricity,-,Discharge el2 storage,Fixed OM,% Investment,,1.54
input_GasCHP_CH4,,,,,,,,,0
input_GasCHP_N2O,,,,,,,,,0
input_GasCHP_NO,,,,,,,,,0
input_GasCHP_PM,,,,,,,,,0
input_GasCHP_SO2,,,,,,,,,0
input_Gasification_CH4,,,,,,,,,0
input_Gasification_N2O,,,,,,,,,0
input_Gasification_NO,,,,,,,,,0
input_Gasification_PM,,,,,,,,,0
input_Gasification_SO2,,,,,,,,,0
input_H2CHP_CH4,,,,,,,,,0
input_H2CHP_N2O,,,,,,,,,0
input_H2CHP_NO,,,,,,,,,0
input_H2CHP_PM,,,,,,,,,0
input_H2CHP_SO2,,,,,,,,,0
input_H2storage_CHPindv_cap,,,,,,,,,0
input_H2storage_gr3_cap,,,,,,,,,0
input_HHBio_CH4,,,,,,,,,0
input_HHBio_N2O,,,,,,,,,0
input_HHBio_NO,,,,,,,,,0
input_HHBio_PM,,,,,,,,,0
input_HHBio_SO2,,,,,,,,,0
input_HHCoal_CH4,,,,,,,,,0
input_HHCoal_N2O,,,,,,,,,0
input_HHCoal_NO,,,,,,,,,0
input_HHCoal_PM,,,,,,,,,0
input_HHCoal_SO2,,,,,,,,,0
input_HHGas_CH4,,,,,,,,,0
input_HHGas_N2O,,,,,,,,,0
input_HHGas_NO,,,,,,,,,0
input_HHGas_PM,,,,,,,,,0
input_HHGas_SO2,,,,,,,,,0
input_HHOil_CH4,,,,,,,,,0
input_HHOil_N2O,,,,,,,,,0
input_HHOil_NO,,,,,,,,,0
input_HHOil_PM,,,,,,,,,0
input_HHOil_SO2,,,,,,,,,0
input_Handling_BioCon[10],Cost,Fuel,-,Fuel Handling,Biomass conversion,Dry Biomass,,,18.1
input_Handling_BioCon[11],Cost,Fuel,-,Fuel Handling,Biomass conversion,Wet Biomass,,,19.1
input_Handling_BioCon[4],Cost,Fuel,-,Fuel Handling,Biomass conversion,Biomass,,,17.1
input_Handling_Cen[1],Cost,Fuel,-,Fuel Handling,Central CHP and PP,Coal,,,10.1
input_Handling_Cen[2],Cost,Fuel,-,Fuel Handling,Central CHP and PP,FuelOil,,,11.1
input_Handling_Cen[3],Cost,Fuel,-,Fuel Handling,Central CHP and PP,Gas,,,14.1
input_Handling_Cen[4],Cost,Fuel,-,Fuel Handling,Central CHP and PP,Biomass,,,17.2
input_Handling_Cen[9],Cost,Fuel,-,Fuel Handling,Central CHP and PP,Waste,,,16.1
input_Handling_Dec[1],Cost,Fuel,-,Fuel Handling,Decentralised CHP DH and Industry,Coal,,,10.2
input_Handling_Dec[2],Cost,Fuel,-,Fuel Handling,Decentralised CHP DH and Industry,FuelOil,,,11.2
input_Handling_Dec[3],Cost,Fuel,-,Fuel Handling,Decentralised CHP DH and Industry,Gas,,,14.2
input_Handling_Dec[4],Cost,Fuel,-,Fuel Handling,Decentralised CHP DH and Industry,Biomass,,,17.3
input_Handling_Dec[9],Cost,Fuel,-,Fuel Handling,Decentralised CHP DH and Industry,Waste,,,16.2
input_Handling_Indv[1],Cost,Fuel,-,Fuel Handling,Individual Households,Coal,,,10.3
input_Handling_Indv[2],Cost,Fuel,-,Fuel Handling,Individual Households,Diesel-Gasoil,,,12.1
input_Handling_Indv[3],Cost,Fuel,-,Fuel Handling,Individual Households,Gas,,,14.3
input_Handling_Indv[4],Cost,Fuel,-,Fuel Handling,Individual Households,Biomass,,,17.4
input_Handling_Transp[1],Cost,Fuel,-,Fuel Handling,Transportation (air),Petrol-JP,,,13.2
input_Handling_Transp[2],Cost,Fuel,-,Fuel Handling,Transportation (road and train),Diesel-Gasoil,,,12.2
input_Handling_Transp[3],Cost,Fuel,-,Fuel Handling,Transportation (road and train),Gas,,,14.4
input_Handling_Transp[4],Cost,Fuel,-,Fuel Handling,Transportation (road and train),Biomass,,,17.5
input_Handling_Transp[5],Cost,Fuel,-,Fuel Handling,Transportation (road and train),Petrol-JP,,,13.1
input_HydroPowerContentButton,,,,,,,,,0
input_HydroPowerStorageYearBegin,,,,,,,,,0.5
input_HydroPowerStorageYearEnd,,,,,,,,,0.5
input_Interest,Cost,General,-,Interest Rate,-,-,%,,0.2
input_Inv_Biogas,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Biogas Plant,Investment-per-Unit,Currency/Power,,3.01
input_Inv_Boilers_dh,Cost,Investment and Fixed OM,Heat and Electricity,-,Boilers group 2 and 3,Investment-per-Unit,Currency/Power,,1.25
input_Inv_Boilers_dh_gr1,Cost,Investment and Fixed OM,Heat and Electricity,-,DHP Boiler Group 1,Investment-per-Unit,Currency/Power,,1.22
input_Inv_Boilers_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual Boilers,Investment-per-Unit,Currency/Power,,4.01
input_Inv_CHP2,Cost,Investment and Fixed OM,Heat and Electricity,-,Small CHP units,Investment-per-Unit,Currency/Power,,1.01
input_Inv_CHP3,Cost,Investment and Fixed OM,Heat and Electricity,-,Large CHP units,Investment-per-Unit,Currency/Power,,1.04
input_Inv_CHP_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual CHP,Investment-per-Unit,Currency/Power,,4.04
input_Inv_EB_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual Electric Heat,Investment-per-Unit,Currency/Power,,4.1
input_Inv_EHgr2gr3,Cost,Investment and Fixed OM,Heat and Electricity,-,Electric Boilers group 2 and 3,Investment-per-Unit,Currency/Power,,1.28
input_Inv_Electrolyser,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Electrolyser,Investment-per-Unit,Currency/Power,,3.46
input_Inv_Gasi,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Gasification Plant,Investment-per-Unit,Currency/Power,,3.04
input_Inv_Geothermal,Cost,Investment and Fixed OM,Renewable Energy,-,Geothermal Electric,Investment-per-Unit,Currency/Unit,,2.31
input_Inv_HP2,Cost,Investment and Fixed OM,Heat and Electricity,-,Heat Pump Group 2,Investment-per-Unit,Currency/Power,,1.16
input_Inv_HP3,Cost,Investment and Fixed OM,Heat and Electricity,-,Heat Pump Group 3,Investment-per-Unit,Currency/Power,,1.19
input_Inv_HP_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual Heat Pump,Investment-per-Unit,Currency/Power,,4.07
input_Inv_Heatstorage2,Cost,Investment and Fixed OM,Heat and Electricity,-,Heat Storage CHP,Investment-per-Unit,Currency/Power,,1.07
input_Inv_Heatstorage3,Cost,Investment and Fixed OM,Renewable Energy,-,Solar Heat Storage,Investment-per-Unit,Currency/Unit,,2.4
input_Inv_HydroPower,Cost,Investment and Fixed OM,Renewable Energy,-,Hydro Power,Investment-per-Unit,Currency/Unit,,2.22
input_Inv_HydroPump,Cost,Investment and Fixed OM,Renewable Energy,-,Hydro Pump,Investment-per-Unit,Currency/Unit,,2.28
input_Inv_HydroStorage,Cost,Investment and Fixed OM,Renewable Energy,-,Hydro Storage,Investment-per-Unit,Currency/Unit,,2.25
input_Inv_HydrogenStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Hydrogen Storage,Investment-per-Unit,Currency/Power,,3.49
input_Inv_Nuclear,Cost,Investment and Fixed OM,Heat and Electricity,-,Nuclear,Investment-per-Unit,Currency/Power,,1.34
input_Inv_PP,Cost,Investment and Fixed OM,Heat and Electricity,-,Large Power Pants,Investment-per-Unit,Currency/Power,,1.31
input_Inv_PV,Cost,Investment and Fixed OM,Renewable Energy,-,Solar Photovoltaic,Investment-per-Unit,Currency/Unit,,2.07
input_Inv_Pump,Cost,Investment and Fixed OM,Heat and Electricity,-,Charge el1 storage,Investment-per-Unit,Currency/Power,,1.4
input_Inv_PumpStorage2,Cost,Investment and Fixed OM,Heat and Electricity,-,El2 storage capacity,Investment-per-Unit,Currency/Power,,1.55
input_Inv_PumpStorage,Cost,Investment and Fixed OM,Heat and Electricity,-,El1 storage capacity,Investment-per-Unit,Currency/Power,,1.46
input_Inv_RiverOffHydro,Cost,Investment and Fixed OM,Renewable Energy,-,River Hydro,Investment-per-Unit,Currency/Unit,,2.19
input_Inv_SteamStorage,Cost,Investment and Fixed OM,Heat and Electricity,-,Rock Steam Storage,Investment-per-Unit,Currency/Power,,1.64
input_Inv_Turbine,Cost,Investment and Fixed OM,Heat and Electricity,-,Discharge el1 storage,Investment-per-Unit,Currency/Power,,1.43
input_Inv_Various10,Cost,Investment and Fixed OM,Additional,-,Various_10,Total Capital,Total,,8.3
input_Inv_Various11,Cost,Investment and Fixed OM,Additional,-,Various_11,Total Capital,Total,,8.33
input_Inv_Various12,Cost,Investment and Fixed OM,Additional,-,Various_12,Total Capital,Total,,8.36
input_Inv_Various13,Cost,Investment and Fixed OM,Additional,-,Various_13,Total Capital,Total,,8.39
input_Inv_Various14,Cost,Investment and Fixed OM,Additional,-,Various_14,Total Capital,Total,,8.42
input_Inv_Various15,Cost,Investment and Fixed OM,Additional,-,Various_15,Total Capital,Total,,8.45
input_Inv_Various16,Cost,Investment and Fixed OM,Additional,-,Various_16,Total Capital,Total,,8.48
input_Inv_Various17,Cost,Investment and Fixed OM,Additional,-,Various_17,Total Capital,Total,,8.51
input_Inv_Various18,Cost,Investment and Fixed OM,Additional,-,Various_18,Total Capital,Total,,8.54
input_Inv_Various19,Cost,Investment and Fixed OM,Additional,-,Various_19,Total Capital,Total,,8.57
input_Inv_Various1,Cost,Investment and Fixed OM,Additional,-,Various_1,Total Capital,Total,,8.03
input_Inv_Various20,Cost,Investment and Fixed OM,Additional,-,Various_20,Total Capital,Total,,8.6
input_Inv_Various2,Cost,Investment and Fixed OM,Additional,-,Various_2,Total Capital,Total,,8.06
input_Inv_Various3,Cost,Investment and Fixed OM,Additional,-,Various_3,Total Capital,Total,,8.09
input_Inv_Various4,Cost,Investment and Fixed OM,Additional,-,Various_4,Total Capital,Total,,8.12
input_Inv_Various5,Cost,Investment and Fixed OM,Additional,-,Various_5,Total Capital,Total,,8.15
input_Inv_Various6,Cost,Investment and Fixed OM,Additional,-,Various_6,Total Capital,Total,,8.18
input_Inv_Various7,Cost,Investment and Fixed OM,Additional,-,Various_7,Total Capital,Total,,8.21
input_Inv_Various8,Cost,Investment and Fixed OM,Additional,-,Various_8,Total Capital,Total,,8.24
input_Inv_Various9,Cost,Investment and Fixed OM,Additional,-,Various_9,Total Capital,Total,,8.27
input_Inv_Waste_CHP,Cost,Investment and Fixed OM,Heat and Electricity,-,Waste CHP,Investment-per-Unit,Currency/Power,,1.1
input_Inv_Wave,Cost,Investment and Fixed OM,Renewable Energy,-,Wave Power,Investment-per-Unit,Currency/Unit,,2.1
input_Inv_Wind,Cost,Investment and Fixed OM,Renewable Energy,-,Wind,Investment-per-Unit,Currency/Unit,,2.01
input_Inv_WindOffshore,Cost,Investment and Fixed OM,Renewable Energy,-,Wind Offshore,Investment-per-Unit,Currency/Unit,,2.04
input_Inv_absorp_HP,Cost,Investment and Fixed OM,Heat and Electricity,-,Absorption HP (Waste),Investment-per-Unit,Currency/Power,,1.13
input_Inv_pump2,Cost,Investment and Fixed OM,Heat and Electricity,-,Charge el2 storage,Investment-per-Unit,Currency/Power,,1.49
input_Inv_solar_dh,Cost,Investment and Fixed OM,Renewable Energy,-,Solar Thermal,Investment-per-Unit,Currency/Unit,,2.37
input_Inv_solar_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual Solar Thermal,Investment-per-Unit,Currency/Power,,4.13
input_Inv_turbine2,Cost,Investment and Fixed OM,Heat and Electricity,-,Discharge el2 storage,Investment-per-Unit,Currency/Power,,1.52
input_Maintain_price,,,,,,,,,0
input_NaturalCooling_Chillers,,,,,,,,,0
input_Nuclear_CH4,,,,,,,,,0
input_Nuclear_N2O,,,,,,,,,0
input_Nuclear_NO,,,,,,,,,0
input_Nuclear_PM,,,,,,,,,0
input_Nuclear_SO2,,,,,,,,,0
input_PP_CH4,,,,,,,,,0
input_PP_N2O,,,,,,,,,0
input_PP_NO,,,,,,,,,0
input_PP_PM,,,,,,,,,0
input_PP_SO2,,,,,,,,,0
input_Period_Biogas,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Biogas Plant,Period,Years,,3
input_Period_Boilers_dh,Cost,Investment and Fixed OM,Heat and Electricity,-,Boilers group 2 and 3,Period,Years,,1
input_Period_Boilers_dh_gr1,Cost,Investment and Fixed OM,Heat and Electricity,-,DHP Boiler Group 1,Period,Years,,1
input_Period_Boilers_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual Boilers,Period,Years,,4
input_Period_CHP2,Cost,Investment and Fixed OM,Heat and Electricity,-,Small CHP units,Period,Years,,1
input_Period_CHP3,Cost,Investment and Fixed OM,Heat and Electricity,-,Large CHP units,Period,Years,,1
input_Period_CHP_indv,Cost,Investment and Fixed OM,Heat Infrastructure,-,Individual CHP,Period,Years,,4
