name|time|category|group|subgroup|ingredients|products
cargo-bay-recycling|0.625|recycling|other|other|[{"type":"item","name":"cargo-bay","amount":1}]|[{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"low-density-structure","amount":5},{"type":"item","name":"processing-unit","amount":1}]
cargo-landing-pad-recycling|1.875|recycling|other|other|[{"type":"item","name":"cargo-landing-pad","amount":1}]|[{"type":"item","name":"concrete","amount":50},{"type":"item","name":"steel-plate","amount":6},{"type":"item","name":"processing-unit","amount":2}]
cargo-wagon-recycling|0.0625|recycling|other|other|[{"type":"item","name":"cargo-wagon","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"iron-plate","amount":5},{"type":"item","name":"steel-plate","amount":5}]
centrifuge-recycling|0.25|recycling|other|other|[{"type":"item","name":"centrifuge","amount":1}]|[{"type":"item","name":"concrete","amount":25},{"type":"item","name":"steel-plate","amount":12},{"type":"item","name":"advanced-circuit","amount":25},{"type":"item","name":"iron-gear-wheel","amount":25}]
chemical-plant-recycling|0.3125|recycling|other|other|[{"type":"item","name":"chemical-plant","amount":1}]|[{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"electronic-circuit","amount":1},{"type":"item","name":"pipe","amount":1}]
cliff-explosives-recycling|0.5|recycling|other|other|[{"type":"item","name":"cliff-explosives","amount":1}]|[{"type":"item","name":"explosives","amount":2},{"type":"item","name":"calcite","amount":2},{"type":"item","name":"grenade","amount":0},{"type":"item","name":"barrel","amount":0}]
cluster-grenade-recycling|0.5|recycling|other|other|[{"type":"item","name":"cluster-grenade","amount":1}]|[{"type":"item","name":"grenade","amount":1},{"type":"item","name":"explosives","amount":1},{"type":"item","name":"steel-plate","amount":1}]
combat-shotgun-recycling|0.625|recycling|other|other|[{"type":"item","name":"combat-shotgun","amount":1}]|[{"type":"item","name":"steel-plate","amount":3},{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"copper-plate","amount":2},{"type":"item","name":"wood","amount":2}]
concrete-recycling|0.625|recycling|other|other|[{"type":"item","name":"concrete","amount":1}]|[{"type":"item","name":"stone-brick","amount":0},{"type":"item","name":"iron-ore","amount":0}]
constant-combinator-recycling|0.0625|recycling|other|other|[{"type":"item","name":"constant-combinator","amount":1}]|[{"type":"item","name":"copper-cable","amount":1},{"type":"item","name":"electronic-circuit","amount":0}]
construction-robot-recycling|0.0625|recycling|other|other|[{"type":"item","name":"construction-robot","amount":1}]|[{"type":"item","name":"flying-robot-frame","amount":0},{"type":"item","name":"electronic-circuit","amount":0}]
copper-wire-recycling|0.0625|recycling|other|other|[{"type":"item","name":"copper-wire","amount":1}]|[{"type":"item","name":"copper-wire","amount":1}]
crusher-recycling|0.625|recycling|other|other|[{"type":"item","name":"crusher","amount":1}]|[{"type":"item","name":"low-density-structure","amount":5},{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"electric-engine-unit","amount":2}]
cryogenic-plant-recycling|0.625|recycling|other|other|[{"type":"item","name":"cryogenic-plant","amount":1}]|[{"type":"item","name":"refined-concrete","amount":10},{"type":"item","name":"superconductor","amount":5},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"lithium-plate","amount":5}]
decider-combinator-recycling|0.0625|recycling|other|other|[{"type":"item","name":"decider-combinator","amount":1}]|[{"type":"item","name":"copper-cable","amount":1},{"type":"item","name":"electronic-circuit","amount":1}]
defender-capsule-recycling|0.5|recycling|other|other|[{"type":"item","name":"defender-capsule","amount":1}]|[{"type":"item","name":"piercing-rounds-magazine","amount":0},{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"iron-gear-wheel","amount":0}]
destroyer-capsule-recycling|0.9375|recycling|other|other|[{"type":"item","name":"destroyer-capsule","amount":1}]|[{"type":"item","name":"distractor-capsule","amount":1},{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"processing-unit","amount":0}]
discharge-defense-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"discharge-defense-equipment","amount":1}]|[{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"laser-turret","amount":2}]
display-panel-recycling|0.0625|recycling|other|other|[{"type":"item","name":"display-panel","amount":1}]|[{"type":"item","name":"iron-plate","amount":0},{"type":"item","name":"electronic-circuit","amount":0}]
distractor-capsule-recycling|0.9375|recycling|other|other|[{"type":"item","name":"distractor-capsule","amount":1}]|[{"type":"item","name":"defender-capsule","amount":1},{"type":"item","name":"advanced-circuit","amount":0}]
efficiency-module-2-recycling|1.875|recycling|other|other|[{"type":"item","name":"efficiency-module-2","amount":1}]|[{"type":"item","name":"efficiency-module","amount":1},{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"processing-unit","amount":1}]
efficiency-module-3-recycling|3.75|recycling|other|other|[{"type":"item","name":"efficiency-module-3","amount":1}]|[{"type":"item","name":"efficiency-module-2","amount":1},{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"spoilage","amount":1}]
efficiency-module-recycling|0.9375|recycling|other|other|[{"type":"item","name":"efficiency-module","amount":1}]|[{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"electronic-circuit","amount":1}]
electric-engine-unit-recycling|0.625|recycling|other|other|[{"type":"item","name":"electric-engine-unit","amount":1}]|[{"type":"item","name":"engine-unit","amount":0},{"type":"item","name":"electronic-circuit","amount":0}]
electric-furnace-recycling|0.3125|recycling|other|other|[{"type":"item","name":"electric-furnace","amount":1}]|[{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"stone-brick","amount":2}]
electric-mining-drill-recycling|0.125|recycling|other|other|[{"type":"item","name":"electric-mining-drill","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"iron-plate","amount":2}]
electromagnetic-plant-recycling|0.625|recycling|other|other|[{"type":"item","name":"electromagnetic-plant","amount":1}]|[{"type":"item","name":"holmium-plate","amount":37},{"type":"item","name":"steel-plate","amount":12},{"type":"item","name":"processing-unit","amount":12},{"type":"item","name":"refined-concrete","amount":12}]
electronic-circuit-recycling|0.0625|recycling|other|other|[{"type":"item","name":"electronic-circuit","amount":1}]|[{"type":"item","name":"iron-plate","amount":0},{"type":"item","name":"copper-cable","amount":0}]
energy-shield-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"energy-shield-equipment","amount":1}]|[{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"steel-plate","amount":2}]
energy-shield-mk2-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"energy-shield-mk2-equipment","amount":1}]|[{"type":"item","name":"energy-shield-equipment","amount":2},{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"low-density-structure","amount":1}]
engine-unit-recycling|0.625|recycling|other|other|[{"type":"item","name":"engine-unit","amount":1}]|[{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"iron-gear-wheel","amount":0},{"type":"item","name":"pipe","amount":0}]
exoskeleton-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"exoskeleton-equipment","amount":1}]|[{"type":"item","name":"processing-unit","amount":2},{"type":"item","name":"electric-engine-unit","amount":7},{"type":"item","name":"steel-plate","amount":5}]
explosive-cannon-shell-recycling|0.5|recycling|other|other|[{"type":"item","name":"explosive-cannon-shell","amount":1}]|[{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"plastic-bar","amount":0},{"type":"item","name":"explosives","amount":0}]
explosive-rocket-recycling|0.5|recycling|other|other|[{"type":"item","name":"explosive-rocket","amount":1}]|[{"type":"item","name":"rocket","amount":0},{"type":"item","name":"explosives","amount":0}]
explosive-uranium-cannon-shell-recycling|0.75|recycling|other|other|[{"type":"item","name":"explosive-uranium-cannon-shell","amount":1}]|[{"type":"item","name":"explosive-cannon-shell","amount":0},{"type":"item","name":"uranium-238","amount":0}]
express-loader-recycling|0.625|recycling|other|other|[{"type":"item","name":"express-loader","amount":1}]|[{"type":"item","name":"express-transport-belt","amount":1},{"type":"item","name":"fast-loader","amount":0}]
express-splitter-recycling|0.125|recycling|other|other|[{"type":"item","name":"express-splitter","amount":1}]|[{"type":"item","name":"fast-splitter","amount":0},{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"advanced-circuit","amount":2}]
express-transport-belt-recycling|0.0625|recycling|other|other|[{"type":"item","name":"express-transport-belt","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"fast-transport-belt","amount":0}]
express-underground-belt-recycling|0.125|recycling|other|other|[{"type":"item","name":"express-underground-belt","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":10},{"type":"item","name":"fast-underground-belt","amount":0}]
fast-inserter-recycling|0.0625|recycling|other|other|[{"type":"item","name":"fast-inserter","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"iron-plate","amount":0},{"type":"item","name":"inserter","amount":0}]
fast-loader-recycling|0.1875|recycling|other|other|[{"type":"item","name":"fast-loader","amount":1}]|[{"type":"item","name":"fast-transport-belt","amount":1},{"type":"item","name":"loader","amount":0}]
fast-splitter-recycling|0.125|recycling|other|other|[{"type":"item","name":"fast-splitter","amount":1}]|[{"type":"item","name":"splitter","amount":0},{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"electronic-circuit","amount":2}]
fast-transport-belt-recycling|0.0625|recycling|other|other|[{"type":"item","name":"fast-transport-belt","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"transport-belt","amount":0}]
fast-underground-belt-recycling|0.125|recycling|other|other|[{"type":"item","name":"fast-underground-belt","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":5},{"type":"item","name":"underground-belt","amount":0}]
fission-reactor-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"fission-reactor-equipment","amount":1}]|[{"type":"item","name":"processing-unit","amount":50},{"type":"item","name":"low-density-structure","amount":12},{"type":"item","name":"uranium-fuel-cell","amount":1}]
flamethrower-recycling|0.625|recycling|other|other|[{"type":"item","name":"flamethrower","amount":1}]|[{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"iron-gear-wheel","amount":2}]
flamethrower-turret-recycling|1.25|recycling|other|other|[{"type":"item","name":"flamethrower-turret","amount":1}]|[{"type":"item","name":"steel-plate","amount":7},{"type":"item","name":"iron-gear-wheel","amount":3},{"type":"item","name":"pipe","amount":2},{"type":"item","name":"engine-unit","amount":1}]
fluid-wagon-recycling|0.09375|recycling|other|other|[{"type":"item","name":"fluid-wagon","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"steel-plate","amount":4},{"type":"item","name":"pipe","amount":2},{"type":"item","name":"storage-tank","amount":0}]
flying-robot-frame-recycling|1.25|recycling|other|other|[{"type":"item","name":"flying-robot-frame","amount":1}]|[{"type":"item","name":"electric-engine-unit","amount":0},{"type":"item","name":"battery","amount":0},{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"electronic-circuit","amount":0}]
foundation-recycling|1.875|recycling|other|other|[{"type":"item","name":"foundation","amount":1}]|[{"type":"item","name":"tungsten-plate","amount":1},{"type":"item","name":"lithium-plate","amount":1},{"type":"item","name":"carbon-fiber","amount":1},{"type":"item","name":"stone","amount":5}]
foundry-recycling|0.625|recycling|other|other|[{"type":"item","name":"foundry","amount":1}]|[{"type":"item","name":"tungsten-carbide","amount":12},{"type":"item","name":"steel-plate","amount":12},{"type":"item","name":"electronic-circuit","amount":7},{"type":"item","name":"refined-concrete","amount":5}]
fusion-generator-recycling|1.875|recycling|other|other|[{"type":"item","name":"fusion-generator","amount":1}]|[{"type":"item","name":"tungsten-plate","amount":25},{"type":"item","name":"superconductor","amount":25},{"type":"item","name":"quantum-processor","amount":12}]
fusion-reactor-equipment-recycling|1.875|recycling|other|other|[{"type":"item","name":"fusion-reactor-equipment","amount":1}]|[{"type":"item","name":"fission-reactor-equipment","amount":0},{"type":"item","name":"fusion-power-cell","amount":2},{"type":"item","name":"tungsten-plate","amount":62},{"type":"item","name":"carbon-fiber","amount":25},{"type":"item","name":"supercapacitor","amount":6},{"type":"item","name":"quantum-processor","amount":62}]
fusion-reactor-recycling|3.75|recycling|other|other|[{"type":"item","name":"fusion-reactor","amount":1}]|[{"type":"item","name":"tungsten-plate","amount":50},{"type":"item","name":"superconductor","amount":50},{"type":"item","name":"quantum-processor","amount":62}]
gate-recycling|0.0625|recycling|other|other|[{"type":"item","name":"gate","amount":1}]|[{"type":"item","name":"stone-wall","amount":0},{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"electronic-circuit","amount":0}]
green-wire-recycling|0.0625|recycling|other|other|[{"type":"item","name":"green-wire","amount":1}]|[{"type":"item","name":"green-wire","amount":1}]
grenade-recycling|0.5|recycling|other|other|[{"type":"item","name":"grenade","amount":1}]|[{"type":"item","name":"iron-plate","amount":1},{"type":"item","name":"coal","amount":2}]
gun-turret-recycling|0.5|recycling|other|other|[{"type":"item","name":"gun-turret","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"copper-plate","amount":2},{"type":"item","name":"iron-plate","amount":5}]
heat-exchanger-recycling|0.1875|recycling|other|other|[{"type":"item","name":"heat-exchanger","amount":1}]|[{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"copper-plate","amount":25},{"type":"item","name":"pipe","amount":2}]
heat-interface-recycling|0.03125|recycling|other|other|[{"type":"item","name":"heat-interface","amount":1}]|[{"type":"item","name":"heat-pipe","amount":0},{"type":"item","name":"electronic-circuit","amount":1}]
heat-pipe-recycling|0.0625|recycling|other|other|[{"type":"item","name":"heat-pipe","amount":1}]|[{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"copper-plate","amount":5}]
heating-tower-recycling|0.625|recycling|other|other|[{"type":"item","name":"heating-tower","amount":1}]|[{"type":"item","name":"boiler","amount":0},{"type":"item","name":"heat-pipe","amount":1},{"type":"item","name":"concrete","amount":5}]
heavy-armor-recycling|0.5|recycling|other|other|[{"type":"item","name":"heavy-armor","amount":1}]|[{"type":"item","name":"copper-plate","amount":25},{"type":"item","name":"steel-plate","amount":12}]
infinity-chest-recycling|0.03125|recycling|other|other|[{"type":"item","name":"infinity-chest","amount":1}]|[{"type":"item","name":"steel-chest","amount":0},{"type":"item","name":"electronic-circuit","amount":1}]
infinity-pipe-recycling|0.03125|recycling|other|other|[{"type":"item","name":"infinity-pipe","amount":1}]|[{"type":"item","name":"pipe","amount":0},{"type":"item","name":"electronic-circuit","amount":1}]
inserter-recycling|0.0625|recycling|other|other|[{"type":"item","name":"inserter","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"iron-gear-wheel","amount":0},{"type":"item","name":"iron-plate","amount":0}]
item-unknown-recycling|0.0625|recycling|other|other|[{"type":"item","name":"item-unknown","amount":1}]|[{"type":"item","name":"item-unknown","amount":1}]
lab-recycling|0.125|recycling|other|other|[{"type":"item","name":"lab","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":2},{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"transport-belt","amount":1}]
land-mine-recycling|0.3125|recycling|other|other|[{"type":"item","name":"land-mine","amount":1}]|[{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"explosives","amount":0}]
laser-turret-recycling|1.25|recycling|other|other|[{"type":"item","name":"laser-turret","amount":1}]|[{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"battery","amount":3}]
lightning-collector-recycling|0.3125|recycling|other|other|[{"type":"item","name":"lightning-collector","amount":1}]|[{"type":"item","name":"lightning-rod","amount":0},{"type":"item","name":"supercapacitor","amount":2},{"type":"item","name":"accumulator","amount":0}]
lightning-rod-recycling|0.3125|recycling|other|other|[{"type":"item","name":"lightning-rod","amount":1}]|[{"type":"item","name":"copper-cable","amount":3},{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"stone-brick","amount":1}]
loader-recycling|0.0625|recycling|other|other|[{"type":"item","name":"loader","amount":1}]|[{"type":"item","name":"inserter","amount":1},{"type":"item","name":"electronic-circuit","amount":1},{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"iron-plate","amount":1},{"type":"item","name":"transport-belt","amount":1}]
locomotive-recycling|0.25|recycling|other|other|[{"type":"item","name":"locomotive","amount":1}]|[{"type":"item","name":"engine-unit","amount":5},{"type":"item","name":"electronic-circuit","amount":2},{"type":"item","name":"steel-plate","amount":7}]
logistic-robot-recycling|0.0625|recycling|other|other|[{"type":"item","name":"logistic-robot","amount":1}]|[{"type":"item","name":"flying-robot-frame","amount":0},{"type":"item","name":"advanced-circuit","amount":0}]
long-handed-inserter-recycling|0.0625|recycling|other|other|[{"type":"item","name":"long-handed-inserter","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":0},{"type":"item","name":"iron-plate","amount":0},{"type":"item","name":"inserter","amount":0}]
low-density-structure-recycling|0.9375|recycling|other|other|[{"type":"item","name":"low-density-structure","amount":1}]|[{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"copper-plate","amount":5},{"type":"item","name":"plastic-bar","amount":1}]
mech-armor-recycling|3.75|recycling|other|other|[{"type":"item","name":"mech-armor","amount":1}]|[{"type":"item","name":"power-armor-mk2","amount":0},{"type":"item","name":"holmium-plate","amount":50},{"type":"item","name":"processing-unit","amount":25},{"type":"item","name":"superconductor","amount":12},{"type":"item","name":"supercapacitor","amount":12}]
medium-electric-pole-recycling|0.0625|recycling|other|other|[{"type":"item","name":"medium-electric-pole","amount":1}]|[{"type":"item","name":"iron-stick","amount":1},{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"copper-cable","amount":0}]
modular-armor-recycling|0.9375|recycling|other|other|[{"type":"item","name":"modular-armor","amount":1}]|[{"type":"item","name":"advanced-circuit","amount":7},{"type":"item","name":"steel-plate","amount":12}]
night-vision-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"night-vision-equipment","amount":1}]|[{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"steel-plate","amount":2}]
nuclear-fuel-recycling|5.625|recycling|other|other|[{"type":"item","name":"nuclear-fuel","amount":1}]|[{"type":"item","name":"uranium-235","amount":0},{"type":"item","name":"rocket-fuel","amount":0}]
nuclear-reactor-recycling|0.5|recycling|other|other|[{"type":"item","name":"nuclear-reactor","amount":1}]|[{"type":"item","name":"concrete","amount":125},{"type":"item","name":"steel-plate","amount":125},{"type":"item","name":"advanced-circuit","amount":125},{"type":"item","name":"copper-plate","amount":125}]
offshore-pump-recycling|0.0625|recycling|other|other|[{"type":"item","name":"offshore-pump","amount":1}]|[{"type":"item","name":"pipe","amount":0},{"type":"item","name":"iron-gear-wheel","amount":0}]
oil-refinery-recycling|0.5|recycling|other|other|[{"type":"item","name":"oil-refinery","amount":1}]|[{"type":"item","name":"steel-plate","amount":3},{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"stone-brick","amount":2},{"type":"item","name":"electronic-circuit","amount":2},{"type":"item","name":"pipe","amount":2}]
overgrowth-jellynut-soil-recycling|0.625|recycling|other|other|[{"type":"item","name":"overgrowth-jellynut-soil","amount":1}]|[{"type":"item","name":"artificial-jellynut-soil","amount":0},{"type":"item","name":"jellynut-seed","amount":1},{"type":"item","name":"biter-egg","amount":2},{"type":"item","name":"spoilage","amount":12}]
overgrowth-yumako-soil-recycling|0.625|recycling|other|other|[{"type":"item","name":"overgrowth-yumako-soil","amount":1}]|[{"type":"item","name":"artificial-yumako-soil","amount":0},{"type":"item","name":"yumako-seed","amount":1},{"type":"item","name":"biter-egg","amount":2},{"type":"item","name":"spoilage","amount":12}]
passive-provider-chest-recycling|0.0625|recycling|other|other|[{"type":"item","name":"passive-provider-chest","amount":1}]|[{"type":"item","name":"steel-chest","amount":0},{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"advanced-circuit","amount":0}]
personal-laser-defense-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"personal-laser-defense-equipment","amount":1}]|[{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"low-density-structure","amount":1},{"type":"item","name":"laser-turret","amount":1}]
personal-roboport-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"personal-roboport-equipment","amount":1}]|[{"type":"item","name":"advanced-circuit","amount":2},{"type":"item","name":"iron-gear-wheel","amount":10},{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"battery","amount":11}]
personal-roboport-mk2-equipment-recycling|1.25|recycling|other|other|[{"type":"item","name":"personal-roboport-mk2-equipment","amount":1}]|[{"type":"item","name":"personal-roboport-equipment","amount":1},{"type":"item","name":"processing-unit","amount":12},{"type":"item","name":"superconductor","amount":12}]
piercing-rounds-magazine-recycling|0.1875|recycling|other|other|[{"type":"item","name":"piercing-rounds-magazine","amount":1}]|[{"type":"item","name":"firearm-magazine","amount":0},{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"copper-plate","amount":1}]
piercing-shotgun-shell-recycling|0.5|recycling|other|other|[{"type":"item","name":"piercing-shotgun-shell","amount":1}]|[{"type":"item","name":"shotgun-shell","amount":0},{"type":"item","name":"copper-plate","amount":1},{"type":"item","name":"steel-plate","amount":0}]
pipe-to-ground-recycling|0.0625|recycling|other|other|[{"type":"item","name":"pipe-to-ground","amount":1}]|[{"type":"item","name":"pipe","amount":1},{"type":"item","name":"iron-plate","amount":0}]
pistol-recycling|0.3125|recycling|other|other|[{"type":"item","name":"pistol","amount":1}]|[{"type":"item","name":"copper-plate","amount":1},{"type":"item","name":"iron-plate","amount":1}]
poison-capsule-recycling|0.5|recycling|other|other|[{"type":"item","name":"poison-capsule","amount":1}]|[{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"coal","amount":2}]
power-armor-mk2-recycling|1.5625|recycling|other|other|[{"type":"item","name":"power-armor-mk2","amount":1}]|[{"type":"item","name":"efficiency-module","amount":25},{"type":"item","name":"speed-module","amount":25},{"type":"item","name":"processing-unit","amount":15},{"type":"item","name":"electric-engine-unit","amount":10},{"type":"item","name":"low-density-structure","amount":7}]
power-armor-recycling|1.25|recycling|other|other|[{"type":"item","name":"power-armor","amount":1}]|[{"type":"item","name":"processing-unit","amount":10},{"type":"item","name":"electric-engine-unit","amount":5},{"type":"item","name":"steel-plate","amount":10}]
power-switch-recycling|0.125|recycling|other|other|[{"type":"item","name":"power-switch","amount":1}]|[{"type":"item","name":"iron-plate","amount":1},{"type":"item","name":"copper-cable","amount":1},{"type":"item","name":"electronic-circuit","amount":0}]
processing-unit-recycling|0.625|recycling|other|other|[{"type":"item","name":"processing-unit","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"advanced-circuit","amount":0}]
productivity-module-2-recycling|1.875|recycling|other|other|[{"type":"item","name":"productivity-module-2","amount":1}]|[{"type":"item","name":"productivity-module","amount":1},{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"processing-unit","amount":1}]
productivity-module-3-recycling|3.75|recycling|other|other|[{"type":"item","name":"productivity-module-3","amount":1}]|[{"type":"item","name":"productivity-module-2","amount":1},{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"biter-egg","amount":0}]
productivity-module-recycling|0.9375|recycling|other|other|[{"type":"item","name":"productivity-module","amount":1}]|[{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"electronic-circuit","amount":1}]
programmable-speaker-recycling|0.125|recycling|other|other|[{"type":"item","name":"programmable-speaker","amount":1}]|[{"type":"item","name":"iron-plate","amount":0},{"type":"item","name":"iron-stick","amount":1},{"type":"item","name":"copper-cable","amount":1},{"type":"item","name":"electronic-circuit","amount":1}]
pump-recycling|0.125|recycling|other|other|[{"type":"item","name":"pump","amount":1}]|[{"type":"item","name":"engine-unit","amount":0},{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"pipe","amount":0}]
pumpjack-recycling|0.3125|recycling|other|other|[{"type":"item","name":"pumpjack","amount":1}]|[{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"iron-gear-wheel","amount":2},{"type":"item","name":"electronic-circuit","amount":1},{"type":"item","name":"pipe","amount":2}]
quality-module-2-recycling|1.875|recycling|other|other|[{"type":"item","name":"quality-module-2","amount":1}]|[{"type":"item","name":"quality-module","amount":1},{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"processing-unit","amount":1}]
quality-module-3-recycling|3.75|recycling|other|other|[{"type":"item","name":"quality-module-3","amount":1}]|[{"type":"item","name":"quality-module-2","amount":1},{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"superconductor","amount":0}]
quality-module-recycling|0.9375|recycling|other|other|[{"type":"item","name":"quality-module","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":1},{"type":"item","name":"advanced-circuit","amount":1}]
quantum-processor-recycling|1.875|recycling|other|other|[{"type":"item","name":"quantum-processor","amount":1}]|[{"type":"item","name":"tungsten-carbide","amount":0},{"type":"item","name":"processing-unit","amount":0},{"type":"item","name":"superconductor","amount":0},{"type":"item","name":"carbon-fiber","amount":0},{"type":"item","name":"lithium-plate","amount":0}]
radar-recycling|0.0625|recycling|other|other|[{"type":"item","name":"radar","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":1},{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"iron-plate","amount":2}]
rail-chain-signal-recycling|0.0625|recycling|other|other|[{"type":"item","name":"rail-chain-signal","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"iron-plate","amount":1}]
rail-ramp-recycling|0.0625|recycling|other|other|[{"type":"item","name":"rail-ramp","amount":1}]|[{"type":"item","name":"refined-concrete","amount":25},{"type":"item","name":"rail","amount":2},{"type":"item","name":"steel-plate","amount":2}]
rail-recycling|0.0625|recycling|other|other|[{"type":"item","name":"rail","amount":1}]|[{"type":"item","name":"stone","amount":0},{"type":"item","name":"iron-stick","amount":0},{"type":"item","name":"steel-plate","amount":0}]
rail-signal-recycling|0.0625|recycling|other|other|[{"type":"item","name":"rail-signal","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"iron-plate","amount":1}]
rail-support-recycling|0.0625|recycling|other|other|[{"type":"item","name":"rail-support","amount":1}]|[{"type":"item","name":"refined-concrete","amount":5},{"type":"item","name":"steel-plate","amount":2}]
railgun-ammo-recycling|1.5625|recycling|other|other|[{"type":"item","name":"railgun-ammo","amount":1}]|[{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"copper-cable","amount":2},{"type":"item","name":"explosives","amount":0}]
railgun-recycling|0.625|recycling|other|other|[{"type":"item","name":"railgun","amount":1}]|[{"type":"item","name":"tungsten-plate","amount":2},{"type":"item","name":"superconductor","amount":2},{"type":"item","name":"quantum-processor","amount":5}]
railgun-turret-recycling|0.625|recycling|other|other|[{"type":"item","name":"railgun-turret","amount":1}]|[{"type":"item","name":"quantum-processor","amount":25},{"type":"item","name":"tungsten-plate","amount":7},{"type":"item","name":"superconductor","amount":12},{"type":"item","name":"carbon-fiber","amount":5}]
recipe-unknown|0.5|crafting|other|other|[]|[]
recycler-recycling|0.1875|recycling|other|other|[{"type":"item","name":"recycler","amount":1}]|[{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"iron-gear-wheel","amount":10},{"type":"item","name":"concrete","amount":5}]
